COUNTRY,DATE,HOUR,CITY,ZONE,CONNECTED_RT,ORDERS,EARNINGS,PRECIPITATION_MM
Mexico,2024-03-22,16,Monterrey,Santa Catarina,17,6,"86,9","0,0000"
Mexico,2024-03-22,16,Monterrey,San Pedro,24,13,"83,3","0,0000"
Mexico,2024-03-22,16,Monterrey,Cumbres Poniente,20,7,"85,7","0,0000"
Mexico,2024-03-22,16,Monterrey,La Fe,17,7,"85,4","0,0000"
Mexico,2024-03-22,16,Monterrey,MTY_Guadalupe,23,9,"87,1","0,0000"
Mexico,2024-03-22,16,Monterrey,Independencia,20,7,"87,9","0,0000"
Mexico,2024-03-22,16,Monterrey,Santiago,11,4,"87,9","0,0000"
Mexico,2024-03-22,17,Monterrey,Centro,33,12,"87,7","0,0000"
Mexico,2024-03-22,17,Monterrey,Mitras Centro,23,10,"84,8","0,0000"
Mexico,2024-03-22,17,Monterrey,Apodaca Centro,18,8,"85,6","0,0000"
Mexico,2024-03-22,17,Monterrey,Escobedo,15,7,"87,5","0,0000"
Mexico,2024-03-22,17,Monterrey,Carretera Nacional,11,4,"85,6","0,0000"
Mexico,2024-03-22,17,Monterrey,MTY_Apodaca_Huinalá,10,4,"84,3","0,0000"
Mexico,2024-03-22,17,Monterrey,San Nicolás,26,11,"85,5","0,0000"
Mexico,2024-03-22,17,Monterrey,Santa Catarina,19,8,"86,6","0,0000"
Mexico,2024-03-22,17,Monterrey,San Pedro,31,12,"87,7","0,0000"
Mexico,2024-03-22,17,Monterrey,Cumbres Poniente,19,8,"87,2","0,0000"
Mexico,2024-03-22,17,Monterrey,La Fe,17,7,"84,6","0,0000"
Mexico,2024-03-22,17,Monterrey,MTY_Guadalupe,23,10,"87,9","0,0000"
Mexico,2024-03-22,17,Monterrey,Independencia,20,7,"84,8","0,0000"
Mexico,2024-03-22,17,Monterrey,Santiago,10,4,"85,1","0,0000"
Mexico,2024-03-22,18,Monterrey,Centro,19,15,"58,2","0,0000"
Mexico,2024-03-22,18,Monterrey,Mitras Centro,13,10,"55,0","0,0000"
Mexico,2024-03-22,18,Monterrey,Apodaca Centro,12,7,"56,3","0,0000"
Mexico,2024-03-22,18,Monterrey,Escobedo,9,5,"59,7","0,0000"
Mexico,2024-03-22,18,Monterrey,Carretera Nacional,6,5,"52,6","0,0000"
Mexico,2024-03-22,18,Monterrey,MTY_Apodaca_Huinalá,4,4,"52,8","0,0000"
Mexico,2024-03-22,18,Monterrey,San Nicolás,14,11,"55,1","0,0000"
Mexico,2024-03-22,18,Monterrey,Santa Catarina,8,8,"56,9","0,0000"
Mexico,2024-03-22,18,Monterrey,San Pedro,13,10,"55,8","0,0000"
Mexico,2024-03-22,18,Monterrey,Cumbres Poniente,13,7,"58,7","0,0000"
Mexico,2024-03-22,18,Monterrey,La Fe,8,6,"51,6","0,0000"
Mexico,2024-03-22,18,Monterrey,MTY_Guadalupe,10,10,"50,5","0,0000"
Mexico,2024-03-22,18,Monterrey,Independencia,8,7,"51,3","0,0000"
Mexico,2024-03-22,18,Monterrey,Santiago,5,4,"54,1","0,0000"
Mexico,2024-03-22,19,Monterrey,Centro,31,36,"68,5","0,0000"
Mexico,2024-03-22,19,Monterrey,Mitras Centro,22,29,"68,4","0,0000"
Mexico,2024-03-22,19,Monterrey,Apodaca Centro,24,21,"72,5","0,0000"
Mexico,2024-03-22,19,Monterrey,Escobedo,14,17,"57,9","0,0000"
Mexico,2024-03-22,19,Monterrey,Carretera Nacional,9,14,"57,2","0,0000"
Mexico,2024-03-22,19,Monterrey,MTY_Apodaca_Huinalá,10,13,"73,7","0,0000"
Mexico,2024-03-22,19,Monterrey,San Nicolás,18,28,"55,9","0,0000"
Mexico,2024-03-22,19,Monterrey,Santa Catarina,16,21,"67,8","0,0000"
Mexico,2024-03-22,19,Monterrey,San Pedro,21,35,"56,0","0,0000"
Mexico,2024-03-22,19,Monterrey,Cumbres Poniente,21,22,"70,6","0,0000"
Mexico,2024-03-22,19,Monterrey,La Fe,20,21,"77,7","0,0000"
Mexico,2024-03-22,19,Monterrey,MTY_Guadalupe,18,26,"58,0","0,0000"
Mexico,2024-03-22,19,Monterrey,Independencia,22,20,"74,0","0,0000"
Mexico,2024-03-22,19,Monterrey,Santiago,12,12,"72,3","0,0000"
Mexico,2024-03-22,20,Monterrey,Centro,23,41,"54,8","0,0000"
Mexico,2024-03-22,20,Monterrey,Mitras Centro,15,28,"50,6","0,0000"
Mexico,2024-03-22,20,Monterrey,Apodaca Centro,15,26,"56,8","0,0000"
Mexico,2024-03-22,20,Monterrey,Escobedo,9,21,"50,7","0,0000"
Mexico,2024-03-22,20,Monterrey,Carretera Nacional,14,13,"71,8","0,0000"
Mexico,2024-03-22,20,Monterrey,MTY_Apodaca_Huinalá,8,11,"54,6","0,0000"
Mexico,2024-03-22,20,Monterrey,San Nicolás,29,30,"71,3","0,0000"
Mexico,2024-03-22,20,Monterrey,Santa Catarina,20,21,"72,4","0,0000"
Mexico,2024-03-22,20,Monterrey,San Pedro,29,31,"68,2","0,0000"
Mexico,2024-03-22,20,Monterrey,Cumbres Poniente,24,22,"71,6","0,0000"
Mexico,2024-03-22,20,Monterrey,La Fe,18,19,"70,1","0,0000"
Mexico,2024-03-22,20,Monterrey,MTY_Guadalupe,30,28,"77,6","0,0000"
Mexico,2024-03-22,20,Monterrey,Independencia,19,23,"70,0","0,0000"
Mexico,2024-03-22,20,Monterrey,Santiago,10,12,"71,2","0,0000"
Mexico,2024-03-22,21,Monterrey,Centro,27,42,"56,7","0,0000"
Mexico,2024-03-22,21,Monterrey,Mitras Centro,19,26,"55,1","0,0000"
Mexico,2024-03-22,21,Monterrey,Apodaca Centro,20,26,"74,8","0,0000"
Mexico,2024-03-22,21,Monterrey,Escobedo,18,20,"68,4","0,0000"
Mexico,2024-03-22,21,Monterrey,Carretera Nacional,14,16,"69,0","0,0000"
Mexico,2024-03-22,21,Monterrey,MTY_Apodaca_Huinalá,12,10,"72,0","0,0000"
Mexico,2024-03-22,21,Monterrey,San Nicolás,29,30,"72,3","0,0000"
Mexico,2024-03-22,21,Monterrey,Santa Catarina,13,22,"57,5","0,0000"
Mexico,2024-03-22,21,Monterrey,San Pedro,19,32,"56,1","0,0000"
Mexico,2024-03-22,21,Monterrey,Cumbres Poniente,20,26,"67,3","0,0000"
Mexico,2024-03-22,21,Monterrey,La Fe,19,17,"75,3","0,0000"
Mexico,2024-03-22,21,Monterrey,MTY_Guadalupe,22,29,"67,3","0,0000"
Mexico,2024-03-22,21,Monterrey,Independencia,25,23,"77,8","0,0000"
Mexico,2024-03-22,21,Monterrey,Santiago,7,13,"53,4","0,0000"
Mexico,2024-03-22,22,Monterrey,Centro,15,14,"52,3","0,0000"
Mexico,2024-03-22,22,Monterrey,Mitras Centro,10,11,"49,9","0,0000"
Mexico,2024-03-22,22,Monterrey,Apodaca Centro,10,8,"55,2","0,0000"
Mexico,2024-03-22,22,Monterrey,Escobedo,8,7,"51,5","0,0000"
Mexico,2024-03-22,22,Monterrey,Carretera Nacional,6,5,"55,3","0,0000"
Mexico,2024-03-22,22,Monterrey,MTY_Apodaca_Huinalá,5,4,"49,3","0,0000"
Mexico,2024-03-22,22,Monterrey,San Nicolás,15,12,"58,6","0,0000"
Mexico,2024-03-22,22,Monterrey,Santa Catarina,8,8,"54,1","0,0000"
Mexico,2024-03-22,22,Monterrey,San Pedro,11,13,"49,4","0,0000"
Mexico,2024-03-22,22,Monterrey,Cumbres Poniente,11,9,"59,5","0,0000"
Mexico,2024-03-22,22,Monterrey,La Fe,8,8,"54,8","0,0000"
Mexico,2024-03-22,22,Monterrey,MTY_Guadalupe,15,11,"59,5","0,0000"
Mexico,2024-03-22,22,Monterrey,Independencia,9,9,"55,9","0,0000"
Mexico,2024-03-22,22,Monterrey,Santiago,5,5,"59,0","0,0000"
Mexico,2024-03-22,23,Monterrey,Centro,7,2,"50,9","0,0000"
Mexico,2024-03-22,23,Monterrey,Mitras Centro,4,1,"50,2","0,0000"
Mexico,2024-03-22,23,Monterrey,Apodaca Centro,5,1,"59,4","0,0000"
Mexico,2024-03-22,23,Monterrey,Escobedo,3,1,"55,1","0,0000"
Mexico,2024-03-22,23,Monterrey,Carretera Nacional,3,0,"58,6","0,0000"
Mexico,2024-03-22,23,Monterrey,MTY_Apodaca_Huinalá,1,0,"50,0","0,0000"
Mexico,2024-03-22,23,Monterrey,San Nicolás,5,1,"54,5","0,0000"
Mexico,2024-03-22,23,Monterrey,Santa Catarina,3,1,"52,0","0,0000"
Mexico,2024-03-22,23,Monterrey,San Pedro,6,1,"56,2","0,0000"
Mexico,2024-03-22,23,Monterrey,Cumbres Poniente,6,1,"59,3","0,0000"
Mexico,2024-03-22,23,Monterrey,La Fe,3,1,"52,9","0,0000"
Mexico,2024-03-22,23,Monterrey,MTY_Guadalupe,6,1,"58,7","0,0000"
Mexico,2024-03-22,23,Monterrey,Independencia,5,1,"59,1","0,0000"
Mexico,2024-03-22,23,Monterrey,Santiago,3,0,"59,9","0,0000"
Mexico,2024-03-23,0,Monterrey,Centro,9,1,"59,5","0,0000"
Mexico,2024-03-23,0,Monterrey,Mitras Centro,5,1,"51,9","0,0000"
Mexico,2024-03-23,0,Monterrey,Apodaca Centro,5,1,"59,7","0,0000"
Mexico,2024-03-23,0,Monterrey,Escobedo,4,1,"56,3","0,0000"
Mexico,2024-03-23,0,Monterrey,Carretera Nacional,2,0,"54,3","0,0000"
Mexico,2024-03-23,0,Monterrey,MTY_Apodaca_Huinalá,2,0,"54,0","0,0000"
Mexico,2024-03-23,0,Monterrey,San Nicolás,6,1,"56,4","0,0000"
Mexico,2024-03-23,0,Monterrey,Santa Catarina,3,1,"50,9","0,0000"
Mexico,2024-03-23,0,Monterrey,San Pedro,5,2,"51,0","0,0000"
Mexico,2024-03-23,0,Monterrey,Cumbres Poniente,6,1,"60,0","0,0000"
Mexico,2024-03-23,0,Monterrey,La Fe,4,0,"54,1","0,0000"
Mexico,2024-03-23,0,Monterrey,MTY_Guadalupe,5,1,"57,2","0,0000"
Mexico,2024-03-23,0,Monterrey,Independencia,5,1,"58,6","0,0000"
Mexico,2024-03-23,0,Monterrey,Santiago,2,0,"50,2","0,0000"
Mexico,2024-03-23,1,Monterrey,Centro,4,2,"58,5","0,0000"
Mexico,2024-03-23,1,Monterrey,Mitras Centro,2,1,"51,9","0,0000"
Mexico,2024-03-23,1,Monterrey,Apodaca Centro,2,1,"56,3","0,0000"
Mexico,2024-03-23,1,Monterrey,Escobedo,1,0,"54,2","0,0000"
Mexico,2024-03-23,1,Monterrey,Carretera Nacional,1,0,"58,4","0,0000"
Mexico,2024-03-23,1,Monterrey,MTY_Apodaca_Huinalá,1,0,"49,8","0,0000"
Mexico,2024-03-23,1,Monterrey,San Nicolás,3,1,"58,7","0,0000"
Mexico,2024-03-23,1,Monterrey,Santa Catarina,1,1,"59,2","0,0000"
Mexico,2024-03-23,1,Monterrey,San Pedro,2,1,"52,0","0,0000"
Mexico,2024-03-23,1,Monterrey,Cumbres Poniente,2,1,"52,3","0,0000"
Mexico,2024-03-23,1,Monterrey,La Fe,1,0,"51,2","0,0000"
Mexico,2024-03-23,1,Monterrey,MTY_Guadalupe,2,1,"49,9","0,0000"
Mexico,2024-03-23,1,Monterrey,Independencia,2,1,"56,0","0,0000"
Mexico,2024-03-23,1,Monterrey,Santiago,1,0,"54,2","0,0000"
Mexico,2024-03-23,2,Monterrey,Centro,3,2,"55,4","0,0000"
Mexico,2024-03-23,2,Monterrey,Mitras Centro,2,1,"49,4","0,0000"
Mexico,2024-03-23,2,Monterrey,Apodaca Centro,2,1,"58,0","0,0000"
Mexico,2024-03-23,2,Monterrey,Escobedo,1,1,"54,8","0,0000"
Mexico,2024-03-23,2,Monterrey,Carretera Nacional,1,0,"56,5","0,0000"
Mexico,2024-03-23,2,Monterrey,MTY_Apodaca_Huinalá,1,0,"58,1","0,0000"
Mexico,2024-03-23,2,Monterrey,San Nicolás,2,1,"54,5","0,0000"
Mexico,2024-03-23,2,Monterrey,Santa Catarina,1,1,"50,0","0,0000"
Mexico,2024-03-23,2,Monterrey,San Pedro,3,1,"59,6","0,0000"
Mexico,2024-03-23,2,Monterrey,Cumbres Poniente,2,1,"55,2","0,0000"
Mexico,2024-03-23,2,Monterrey,La Fe,1,1,"50,6","0,0000"
Mexico,2024-03-23,2,Monterrey,MTY_Guadalupe,2,1,"54,7","0,0000"
Mexico,2024-03-23,2,Monterrey,Independencia,2,1,"57,7","0,0000"
Mexico,2024-03-23,2,Monterrey,Santiago,1,0,"57,6","0,0000"
Mexico,2024-03-23,3,Monterrey,Centro,3,2,"52,8","0,0000"
Mexico,2024-03-23,3,Monterrey,Mitras Centro,2,1,"59,4","0,0000"
Mexico,2024-03-23,3,Monterrey,Apodaca Centro,2,1,"49,6","0,0000"
Mexico,2024-03-23,3,Monterrey,Escobedo,1,0,"57,2","0,0000"
Mexico,2024-03-23,3,Monterrey,Carretera Nacional,1,0,"50,6","0,0000"
Mexico,2024-03-23,3,Monterrey,MTY_Apodaca_Huinalá,1,0,"54,4","0,0000"
Mexico,2024-03-23,3,Monterrey,San Nicolás,2,1,"53,5","0,0000"
Mexico,2024-03-23,3,Monterrey,Santa Catarina,1,1,"54,1","0,0000"
Mexico,2024-03-23,3,Monterrey,San Pedro,3,1,"57,4","0,0000"
Mexico,2024-03-23,3,Monterrey,Cumbres Poniente,2,1,"49,6","0,0000"
Mexico,2024-03-23,3,Monterrey,La Fe,1,1,"52,2","0,0000"
Mexico,2024-03-23,3,Monterrey,MTY_Guadalupe,2,1,"55,7","0,0000"
Mexico,2024-03-23,3,Monterrey,Independencia,2,1,"56,7","0,0000"
Mexico,2024-03-23,3,Monterrey,Santiago,1,0,"56,3","0,0000"
Mexico,2024-03-23,4,Monterrey,Centro,3,2,"55,3","0,0000"
Mexico,2024-03-23,4,Monterrey,Mitras Centro,2,1,"59,7","0,0000"
Mexico,2024-03-23,4,Monterrey,Apodaca Centro,2,1,"53,6","0,0000"
Mexico,2024-03-23,4,Monterrey,Escobedo,1,0,"54,2","0,0000"
Mexico,2024-03-23,4,Monterrey,Carretera Nacional,1,0,"59,2","0,0000"
Mexico,2024-03-23,4,Monterrey,MTY_Apodaca_Huinalá,1,0,"49,5","0,0000"
Mexico,2024-03-23,4,Monterrey,San Nicolás,2,1,"51,5","0,0000"
Mexico,2024-03-23,4,Monterrey,Santa Catarina,1,1,"50,7","0,0000"
Mexico,2024-03-23,4,Monterrey,San Pedro,3,2,"58,0","0,0000"
Mexico,2024-03-23,4,Monterrey,Cumbres Poniente,2,1,"51,7","0,0000"
Mexico,2024-03-23,4,Monterrey,La Fe,1,1,"58,6","0,0000"
Mexico,2024-03-23,4,Monterrey,MTY_Guadalupe,2,1,"50,6","0,0000"
Mexico,2024-03-23,4,Monterrey,Independencia,2,1,"57,3","0,0000"
Mexico,2024-03-23,4,Monterrey,Santiago,1,0,"53,6","0,0000"
Mexico,2024-03-23,5,Monterrey,Centro,3,2,"53,7","0,0000"
Mexico,2024-03-23,5,Monterrey,Mitras Centro,2,1,"51,8","0,0000"
Mexico,2024-03-23,5,Monterrey,Apodaca Centro,2,1,"50,3","0,0000"
Mexico,2024-03-23,5,Monterrey,Escobedo,1,1,"52,3","0,0000"
Mexico,2024-03-23,5,Monterrey,Carretera Nacional,1,0,"59,5","0,0000"
Mexico,2024-03-23,5,Monterrey,MTY_Apodaca_Huinalá,1,0,"56,2","0,0000"
Mexico,2024-03-23,5,Monterrey,San Nicolás,2,1,"53,9","0,0000"
Mexico,2024-03-23,5,Monterrey,Santa Catarina,1,1,"49,9","0,0000"
Mexico,2024-03-23,5,Monterrey,San Pedro,2,1,"51,0","0,0000"
Mexico,2024-03-23,5,Monterrey,Cumbres Poniente,2,1,"56,2","0,0000"
Mexico,2024-03-23,5,Monterrey,La Fe,1,1,"53,3","0,0000"
Mexico,2024-03-23,5,Monterrey,MTY_Guadalupe,2,1,"51,3","0,0000"
Mexico,2024-03-23,5,Monterrey,Independencia,1,1,"49,4","0,0000"
Mexico,2024-03-23,5,Monterrey,Santiago,1,0,"49,2","0,0000"
Mexico,2024-03-23,6,Monterrey,Centro,3,1,"51,5","0,0000"
Mexico,2024-03-23,6,Monterrey,Mitras Centro,2,1,"52,4","0,0000"
Mexico,2024-03-23,6,Monterrey,Apodaca Centro,2,1,"55,1","0,0000"
Mexico,2024-03-23,6,Monterrey,Escobedo,1,0,"49,0","0,0000"
Mexico,2024-03-23,6,Monterrey,Carretera Nacional,1,0,"49,3","0,0000"
Mexico,2024-03-23,6,Monterrey,MTY_Apodaca_Huinalá,1,0,"53,1","0,0000"
Mexico,2024-03-23,6,Monterrey,San Nicolás,2,1,"51,0","0,0000"
Mexico,2024-03-23,6,Monterrey,Santa Catarina,2,1,"56,4","0,0000"
Mexico,2024-03-23,6,Monterrey,San Pedro,2,1,"52,3","0,0000"
Mexico,2024-03-23,6,Monterrey,Cumbres Poniente,2,1,"54,0","0,0000"
Mexico,2024-03-23,6,Monterrey,La Fe,1,0,"51,5","0,0000"
Mexico,2024-03-23,6,Monterrey,MTY_Guadalupe,2,1,"51,0","0,0000"
Mexico,2024-03-23,6,Monterrey,Independencia,1,1,"55,1","0,0000"
Mexico,2024-03-23,6,Monterrey,Santiago,1,0,"52,3","0,0000"
Mexico,2024-03-23,7,Monterrey,Centro,9,2,"50,1","0,0000"
Mexico,2024-03-23,7,Monterrey,Mitras Centro,10,1,"60,0","0,0000"
Mexico,2024-03-23,7,Monterrey,Apodaca Centro,8,1,"59,9","0,0000"
Mexico,2024-03-23,7,Monterrey,Escobedo,5,1,"50,9","0,0000"
Mexico,2024-03-23,7,Monterrey,Carretera Nacional,4,0,"54,3","0,0000"
Mexico,2024-03-23,7,Monterrey,MTY_Apodaca_Huinalá,3,0,"51,4","0,0000"
Mexico,2024-03-23,7,Monterrey,San Nicolás,11,1,"59,8","0,0000"
Mexico,2024-03-23,7,Monterrey,Santa Catarina,6,1,"57,1","0,0000"
Mexico,2024-03-23,7,Monterrey,San Pedro,8,1,"50,1","0,0000"
Mexico,2024-03-23,7,Monterrey,Cumbres Poniente,7,1,"51,8","0,0000"
Mexico,2024-03-23,7,Monterrey,La Fe,6,1,"52,9","0,0000"
Mexico,2024-03-23,7,Monterrey,MTY_Guadalupe,9,1,"58,5","0,0000"
Mexico,2024-03-23,7,Monterrey,Independencia,8,1,"56,2","0,0000"
Mexico,2024-03-23,7,Monterrey,Santiago,4,0,"59,3","0,0000"
Mexico,2024-03-23,8,Monterrey,Centro,10,8,"54,4","0,0000"
Mexico,2024-03-23,8,Monterrey,Mitras Centro,9,5,"57,5","0,0000"
Mexico,2024-03-23,8,Monterrey,Apodaca Centro,9,4,"58,1","0,0000"
Mexico,2024-03-23,8,Monterrey,Escobedo,5,3,"51,2","0,0000"
Mexico,2024-03-23,8,Monterrey,Carretera Nacional,4,3,"54,5","0,0000"
Mexico,2024-03-23,8,Monterrey,MTY_Apodaca_Huinalá,4,2,"59,5","0,0000"
Mexico,2024-03-23,8,Monterrey,San Nicolás,9,6,"52,6","0,0000"
Mexico,2024-03-23,8,Monterrey,Santa Catarina,7,3,"59,3","0,0000"
Mexico,2024-03-23,8,Monterrey,San Pedro,8,6,"50,6","0,0000"
Mexico,2024-03-23,8,Monterrey,Cumbres Poniente,6,4,"49,2","0,0000"
Mexico,2024-03-23,8,Monterrey,La Fe,5,3,"54,7","0,0000"
Mexico,2024-03-23,8,Monterrey,MTY_Guadalupe,8,6,"53,9","0,0000"
Mexico,2024-03-23,8,Monterrey,Independencia,7,4,"59,4","0,0000"
Mexico,2024-03-23,8,Monterrey,Santiago,3,2,"49,9","0,0000"
Mexico,2024-03-23,9,Monterrey,Centro,11,6,"51,2","0,0000"
Mexico,2024-03-23,9,Monterrey,Mitras Centro,8,6,"55,1","0,0000"
Mexico,2024-03-23,9,Monterrey,Apodaca Centro,7,4,"52,9","0,0000"
Mexico,2024-03-23,9,Monterrey,Escobedo,5,4,"53,4","0,0000"
Mexico,2024-03-23,9,Monterrey,Carretera Nacional,4,2,"49,2","0,0000"
Mexico,2024-03-23,9,Monterrey,MTY_Apodaca_Huinalá,3,2,"54,1","0,0000"
Mexico,2024-03-23,9,Monterrey,San Nicolás,9,6,"58,4","0,0000"
Mexico,2024-03-23,9,Monterrey,Santa Catarina,5,4,"54,2","0,0000"
Mexico,2024-03-23,9,Monterrey,San Pedro,8,5,"50,1","0,0000"
Mexico,2024-03-23,9,Monterrey,Cumbres Poniente,6,4,"50,7","0,0000"
Mexico,2024-03-23,9,Monterrey,La Fe,7,4,"59,5","0,0000"
Mexico,2024-03-23,9,Monterrey,MTY_Guadalupe,9,4,"57,1","0,0000"
Mexico,2024-03-23,9,Monterrey,Independencia,7,4,"52,5","0,0000"
Mexico,2024-03-23,9,Monterrey,Santiago,4,2,"57,2","0,0000"
Mexico,2024-03-23,10,Monterrey,Centro,15,16,"53,0","0,0000"
Mexico,2024-03-23,10,Monterrey,Mitras Centro,10,14,"54,2","0,0000"
Mexico,2024-03-23,10,Monterrey,Apodaca Centro,10,11,"51,9","0,0000"
Mexico,2024-03-23,10,Monterrey,Escobedo,7,9,"54,9","0,0000"
Mexico,2024-03-23,10,Monterrey,Carretera Nacional,5,7,"49,5","0,0000"
Mexico,2024-03-23,10,Monterrey,MTY_Apodaca_Huinalá,5,4,"51,6","0,0000"
Mexico,2024-03-23,10,Monterrey,San Nicolás,13,12,"52,4","0,0000"
Mexico,2024-03-23,10,Monterrey,Santa Catarina,9,10,"53,9","0,0000"
Mexico,2024-03-23,10,Monterrey,San Pedro,14,13,"54,0","0,0000"
Mexico,2024-03-23,10,Monterrey,Cumbres Poniente,12,12,"55,8","0,0000"
Mexico,2024-03-23,10,Monterrey,La Fe,8,9,"55,4","0,0000"
Mexico,2024-03-23,10,Monterrey,MTY_Guadalupe,12,13,"53,2","0,0000"
Mexico,2024-03-23,10,Monterrey,Independencia,8,10,"51,3","0,0000"
Mexico,2024-03-23,10,Monterrey,Santiago,5,5,"55,3","0,0000"
Mexico,2024-03-23,11,Monterrey,Centro,16,16,"54,6","0,0000"
Mexico,2024-03-23,11,Monterrey,Mitras Centro,11,13,"54,0","0,0000"
Mexico,2024-03-23,11,Monterrey,Apodaca Centro,10,9,"54,5","0,0000"
Mexico,2024-03-23,11,Monterrey,Escobedo,9,9,"55,4","0,0000"
Mexico,2024-03-23,11,Monterrey,Carretera Nacional,6,7,"56,2","0,0000"
Mexico,2024-03-23,11,Monterrey,MTY_Apodaca_Huinalá,4,5,"52,2","0,0000"
Mexico,2024-03-23,11,Monterrey,San Nicolás,10,15,"49,2","0,0000"
Mexico,2024-03-23,11,Monterrey,Santa Catarina,10,8,"54,9","0,0000"
Mexico,2024-03-23,11,Monterrey,San Pedro,18,15,"59,9","0,0000"
Mexico,2024-03-23,11,Monterrey,Cumbres Poniente,9,10,"50,0","0,0000"
Mexico,2024-03-23,11,Monterrey,La Fe,7,8,"50,7","0,0000"
Mexico,2024-03-23,11,Monterrey,MTY_Guadalupe,12,12,"51,7","0,0000"
Mexico,2024-03-23,11,Monterrey,Independencia,8,9,"51,0","0,0000"
Mexico,2024-03-23,11,Monterrey,Santiago,5,5,"57,7","0,0000"
Mexico,2024-03-23,12,Monterrey,Centro,34,45,"67,5","0,0000"
Mexico,2024-03-23,12,Monterrey,Mitras Centro,27,33,"70,3","0,0000"
Mexico,2024-03-23,12,Monterrey,Apodaca Centro,13,25,"50,2","0,0000"
Mexico,2024-03-23,12,Monterrey,Escobedo,12,23,"52,4","0,0000"
Mexico,2024-03-23,12,Monterrey,Carretera Nacional,15,15,"72,3","0,0000"
Mexico,2024-03-23,12,Monterrey,MTY_Apodaca_Huinalá,13,14,"77,6","0,0000"
Mexico,2024-03-23,12,Monterrey,San Nicolás,19,31,"52,2","0,0000"
Mexico,2024-03-23,12,Monterrey,Santa Catarina,17,22,"71,1","0,0000"
Mexico,2024-03-23,12,Monterrey,San Pedro,19,40,"53,2","0,0000"
Mexico,2024-03-23,12,Monterrey,Cumbres Poniente,15,25,"56,3","0,0000"
Mexico,2024-03-23,12,Monterrey,La Fe,20,19,"73,1","0,0000"
Mexico,2024-03-23,12,Monterrey,MTY_Guadalupe,22,29,"67,6","0,0000"
Mexico,2024-03-23,12,Monterrey,Independencia,13,22,"55,3","0,0000"
Mexico,2024-03-23,12,Monterrey,Santiago,13,14,"77,3","0,0000"
Mexico,2024-03-23,13,Monterrey,Centro,36,39,"73,6","0,0000"
Mexico,2024-03-23,13,Monterrey,Mitras Centro,28,29,"76,1","0,0000"
Mexico,2024-03-23,13,Monterrey,Apodaca Centro,22,28,"73,0","0,0000"
Mexico,2024-03-23,13,Monterrey,Escobedo,16,23,"73,8","0,0000"
Mexico,2024-03-23,13,Monterrey,Carretera Nacional,8,15,"51,8","0,0000"
Mexico,2024-03-23,13,Monterrey,MTY_Apodaca_Huinalá,6,13,"50,4","0,0000"
Mexico,2024-03-23,13,Monterrey,San Nicolás,17,33,"50,2","0,0000"
Mexico,2024-03-23,13,Monterrey,Santa Catarina,22,25,"73,5","0,0000"
Mexico,2024-03-23,13,Monterrey,San Pedro,21,37,"53,8","0,0000"
Mexico,2024-03-23,13,Monterrey,Cumbres Poniente,24,29,"74,4","0,0000"
Mexico,2024-03-23,13,Monterrey,La Fe,13,22,"55,0","0,0000"
Mexico,2024-03-23,13,Monterrey,MTY_Guadalupe,29,31,"75,8","0,0000"
Mexico,2024-03-23,13,Monterrey,Independencia,19,21,"73,8","0,0000"
Mexico,2024-03-23,13,Monterrey,Santiago,7,12,"58,8","0,0000"
Mexico,2024-03-23,14,Monterrey,Centro,40,45,"72,4","0,0000"
Mexico,2024-03-23,14,Monterrey,Mitras Centro,29,28,"74,8","0,0000"
Mexico,2024-03-23,14,Monterrey,Apodaca Centro,23,26,"74,1","0,0000"
Mexico,2024-03-23,14,Monterrey,Escobedo,21,22,"77,7","0,0000"
Mexico,2024-03-23,14,Monterrey,Carretera Nacional,12,17,"72,4","0,0000"
Mexico,2024-03-23,14,Monterrey,MTY_Apodaca_Huinalá,12,13,"70,5","0,0000"
Mexico,2024-03-23,14,Monterrey,San Nicolás,15,34,"50,1","0,0000"
Mexico,2024-03-23,14,Monterrey,Santa Catarina,18,22,"68,4","0,0000"
Mexico,2024-03-23,14,Monterrey,San Pedro,25,36,"68,0","0,0000"
Mexico,2024-03-23,14,Monterrey,Cumbres Poniente,13,29,"50,4","0,0000"
Mexico,2024-03-23,14,Monterrey,La Fe,16,18,"71,3","0,0000"
Mexico,2024-03-23,14,Monterrey,MTY_Guadalupe,30,32,"77,4","0,0000"
Mexico,2024-03-23,14,Monterrey,Independencia,17,24,"70,2","0,0000"
Mexico,2024-03-23,14,Monterrey,Santiago,7,11,"51,5","0,0000"
Mexico,2024-03-23,15,Monterrey,Centro,17,12,"58,4","0,0000"
Mexico,2024-03-23,15,Monterrey,Mitras Centro,10,10,"50,7","0,0000"
Mexico,2024-03-23,15,Monterrey,Apodaca Centro,9,8,"51,0","0,0000"
Mexico,2024-03-23,15,Monterrey,Escobedo,9,6,"59,9","0,0000"
Mexico,2024-03-23,15,Monterrey,Carretera Nacional,6,5,"50,1","0,0000"
Mexico,2024-03-23,15,Monterrey,MTY_Apodaca_Huinalá,5,4,"57,4","0,0000"
Mexico,2024-03-23,15,Monterrey,San Nicolás,12,10,"50,7","0,0000"
Mexico,2024-03-23,15,Monterrey,Santa Catarina,9,7,"55,9","0,0000"
Mexico,2024-03-23,15,Monterrey,San Pedro,12,12,"50,6","0,0000"
Mexico,2024-03-23,15,Monterrey,Cumbres Poniente,10,8,"56,3","0,0000"
